id,yVolume,ma5,ma20,ma60,ma120,ma240
1409,2766,2000,2426,2552,2225,2399
1410,33,56,84,169,575,347
1413,335,112,64,55,121,229
1414,314,203,212,252,199,227
1416,345,301,489,264,195,185
1417,1376,1268,3870,8855,4636,2401
1418,7,24,17,15,19,40
1419,87,92,61,57,65,59
1423,109,57,64,80,140,109
1432,1086,1557,2426,1033,729,921
1434,4219,1702,1081,991,1039,1439
1435,0,0,0,0,0,34
1436,48,43,27,31,38,91
1437,2833,1503,1792,820,444,456
1438,888,301,208,105,69,81
1439,306,502,186,130,128,77
1440,1379,1327,1274,1062,1100,1931
1441,144,67,53,44,48,71
1442,983,772,785,1095,1278,809
1443,149,226,533,526,332,298
1444,3268,3541,3233,2967,3439,3028
1445,29,83,120,284,171,116
1446,49,71,69,63,142,111
1447,1458,1556,2159,1293,1166,1355
1449,962,245,160,245,829,509
1451,344,281,457,364,407,454
1452,173,131,102,83,79,147
1453,268,277,751,616,675,2592
1454,133,77,56,75,85,334
1455,435,430,476,607,692,1173
1456,34,29,45,42,60,62
1457,711,932,427,316,286,388
1459,98,59,55,55,88,303
1460,1602,823,602,492,547,727
1462,0,0,0,0,0,0
1463,144,174,193,177,120,98
1464,560,639,295,212,254,312
1465,236,60,51,55,58,59
1466,55,42,68,77,72,112
1467,2820,1314,1892,3260,2940,2005
1468,42,48,66,74,60,59
1469,0,0,0,0,0,0
1470,24,30,35,36,27,100
1471,278,382,282,307,415,1003
1472,4,9,17,12,13,16
1473,616,869,812,377,278,283
1474,349,176,122,135,234,222
1475,83,125,150,152,144,117
1476,1155,1531,894,876,852,960
1477,2823,2563,1824,1792,2163,2197
1503,3312,3761,6432,2598,1543,982
1504,13466,9143,9100,5090,4222,4337
1506,679,1470,1373,709,536,770
1507,0,0,0,0,0,8
1512,0,203,635,556,346,228
1513,16667,21870,32492,29598,20089,19688
1514,8618,8857,9248,5757,3983,4782
1515,601,863,580,692,679,905
1516,486,555,503,350,362,753
1517,1014,464,453,695,1493,1342
1519,13137,8671,13202,11577,7630,4534
1520,0,0,0,0,0,0
1521,82,45,38,25,23,63
1522,2522,1613,2655,3744,3462,8773
1523,0,0,0,0,0,0
1524,2016,2325,4231,6512,8287,21407
1525,63,40,51,37,39,43
1526,1358,442,228,277,485,536
1527,795,708,389,241,240,397
1528,1214,1065,713,540,479,820
1529,1882,2319,4011,5338,4753,4032
1530,92,43,37,33,35,26
1531,223,202,185,115,100,120
1532,1200,1112,748,435,389,334
1533,263,401,324,263,334,1759
1535,388,392,378,183,122,87
1536,1289,1077,1025,1532,2675,2004
1537,109,62,73,65,93,94
1538,15,6,5,12,9,16
1539,7433,2686,1015,952,1786,3422
1540,2673,981,948,390,287,425
1541,125,140,193,76,58,248
1558,277,130,76,76,102,79
1560,4042,2045,1862,5073,5230,10655
1565,102,129,136,178,172,142
1566,0,0,0,0,0,0
1568,425,243,266,534,732,2483
1569,360,361,285,252,464,644
1570,64,84,59,63,66,160
1580,260,146,110,111,84,85
1582,217,125,129,114,123,145
1583,0,3,5,5,7,7
1584,11653,10777,16436,16123,9425,7137
1586,103,121,97,98,103,108
1587,484,370,141,91,141,284
1589,1075,776,1061,680,626,776
1590,689,677,769,705,655,650
1591,903,600,1269,636,513,796
1592,0,0,0,0,0,0
1593,97,129,174,89,61,55
1595,36,62,47,34,29,27
1597,120,94,111,79,79,107
1598,346,341,868,546,374,343
1599,93,66,82,69,96,216
1601,0,0,0,0,0,0
1603,663,466,447,407,427,503
1604,400,242,217,248,313,351
1605,37705,75174,61516,74463,69679,78200
1606,0,0,0,0,0,0
1608,988,769,994,1314,1313,1494
1609,9821,7853,11265,9146,6208,10243
1611,934,960,1281,999,1032,4116
1612,868,662,1012,1561,1414,1878
1613,0,0,0,0,0,0
1614,53,30,67,47,59,69
1615,172,109,90,70,58,65
1616,277,137,200,144,146,370
1617,65,31,23,33,33,55
1618,194,329,340,733,1288,769
1626,571,190,108,98,112,166
1701,5817,6448,8611,12574,6530,4526
1702,436,426,323,231,274,271
1704,0,0,0,0,0,0
1707,987,1060,759,1114,660,428
1708,13779,9556,3674,2791,4833,21063
1709,1593,2662,1609,985,982,3387
1710,3652,1167,758,1246,1109,1375
1711,1420,765,706,1632,1229,3075
1712,4009,3898,1779,1638,2456,4298
1713,47,78,73,75,69,62
1714,1974,1707,1089,1267,1737,1785
1715,0,0,0,0,0,0
1716,0,0,0,0,0,0
1717,997,836,844,1447,1494,3804
1718,5218,2759,2584,4607,3290,2818
1720,3007,3207,1843,4843,2609,1679
1721,1171,857,843,1471,1349,3368
1722,1098,1199,1283,1393,1599,4145
1723,203,173,255,223,264,527
1724,0,0,0,0,0,0
1725,35,45,30,47,186,172
1726,26,17,17,18,18,24
1727,371,424,314,540,536,2451
1729,0,0,0,0,0,0
1730,31,20,24,34,25,25
1731,165,294,220,402,299,456
1732,210,166,244,728,934,3310
1733,264,211,389,377,346,548
1734,1092,1173,1358,4492,2741,3118
1735,14,13,12,8,9,15
1736,487,565,899,2125,2816,1522
1737,319,214,247,159,166,194
1742,658,349,129,68,83,130
1752,4248,6587,6447,12973,6555,3352
1760,16135,5761,6098,11338,13098,11924
1762,4615,3493,1950,2153,1293,1373
1773,283,371,355,328,330,515
1776,31,24,37,21,21,32
1777,238,138,127,214,178,105
1781,87,84,165,195,199,210
1783,7532,4282,5844,3669,2207,1580
1784,279,470,1247,764,484,348
1785,829,1168,1969,1781,1866,2041
1786,1599,1331,825,847,502,325
1787,0,0,0,0,0,0
1788,39,33,25,19,24,44
1789,1044,922,945,1992,1564,1843
1795,6853,6419,16823,12185,16548,15459
1796,395,280,403,255,164,120
1799,40,34,25,17,24,79
1802,2012,2592,2470,9848,9360,6902
1805,19,36,84,46,43,47
1806,1007,425,268,367,562,771
1807,0,0,0,0,0,0
1808,436,230,438,376,306,415
1809,1052,790,1432,1523,1049,714
1810,6919,4585,8151,11315,7701,4245
1813,42,42,36,63,95,92
1815,1531,1767,1201,1184,1681,1708
1817,241,138,123,124,97,78
1902,0,0,0,0,0,0
1903,129,117,141,98,84,95
1904,656,639,784,777,755,1236
1905,955,1585,846,744,798,1287
1906,128,477,430,400,425,653
1907,2436,2854,1646,1720,1884,1733
1909,3542,2765,2902,4589,3309,3107
2002,14011,25062,17038,32570,29075,34056
2006,1734,3658,1842,1821,1866,3348
2007,923,1019,1298,2626,1754,1833
2008,29,34,35,39,33,60
2009,1802,1862,4681,5796,5696,3773
2010,419,436,470,546,541,1092
2012,233,111,75,125,98,189
2013,152,228,368,292,283,763
2014,13101,17388,13290,22759,16652,16199
2015,494,530,320,282,268,320
2017,1697,2088,2199,1398,949,1112
2020,309,175,119,195,279,430
2022,662,758,858,920,797,1064
2023,2122,2477,2638,5070,4006,5416
2024,45,45,34,49,47,226
2025,1229,731,519,355,309,395
2027,16701,7743,7782,13167,11636,14002
2028,446,503,742,1728,1173,1515
2029,435,311,298,465,408,1067
2030,1051,1073,1003,1884,1840,4272
2031,1431,2217,1810,2552,2030,3141
2032,268,336,420,1237,866,1898
2033,325,256,341,766,458,1223
2034,857,1254,1683,1672,1815,2670
2035,13,15,16,20,17,73
2038,1145,1040,895,2169,1468,1704
2049,2575,4152,4102,2547,2008,2637
2059,240,637,366,321,390,309
2061,169,121,226,141,268,148
2062,522,463,293,268,321,271
2063,365,449,252,235,145,173
2064,268,118,62,47,54,612
2065,244,231,147,111,101,114
2066,371,334,253,213,424,280
2067,77,101,50,39,28,23
2069,336,272,300,613,535,1073
2070,30,11,38,65,70,46
2101,592,615,1096,674,697,903
2102,905,1115,1185,711,821,1015
2103,1317,1337,2139,1366,1112,1495
2104,1806,1780,1395,1547,1532,1946
2105,4535,3754,2931,2718,4445,4042
2106,361,389,444,443,694,1263
2107,1203,533,258,231,200,236
2108,469,965,1007,1076,1008,1523
2109,112,115,176,136,112,99
2114,36,18,20,18,27,48
2115,36,26,21,24,35,40
2201,9121,25114,24955,32637,23386,15099
2204,879,1146,1250,2476,2005,1939
2206,4717,3275,5647,3997,4071,4082
2207,233,342,203,243,243,244
2208,4256,7303,9570,6051,4110,2758
2211,538,688,354,1076,1297,1059
2221,655,287,169,140,170,230
2227,54,37,33,36,42,46
2228,1394,618,330,224,405,246
2230,2499,5290,4056,2703,2286,1624
2231,665,882,1248,963,903,630
2233,371,175,129,129,140,738
2235,29,20,10,14,22,26
2236,808,1131,1743,1165,600,332
2239,68,43,38,61,108,103
2241,124,384,141,71,60,87
2243,3083,2170,1643,836,472,637
2247,109,164,99,63,61,45
2250,37,18,21,22,35,44
2301,12112,10746,6713,8382,7994,7144
2302,5879,1409,1116,734,815,1239
2303,53519,57804,56465,64190,67452,76277
2305,6969,2270,909,959,4907,5989
2308,7525,6553,5942,5860,6205,5910
2311,0,0,0,0,0,0
2312,4305,3006,3325,4455,9219,10309
2313,11581,7528,7471,10221,12616,17812
2314,2808,1443,2045,1442,1410,3531
2315,0,0,0,0,0,0
2316,157,147,112,110,138,174
2317,38600,39651,31617,36124,35312,33694
2321,13,13,26,23,18,14
2323,7157,4216,3710,4040,3434,4316
2324,15767,12774,11683,13362,14070,15332
2325,0,0,0,0,0,0
2326,0,0,0,0,0,0
2327,3509,3339,3485,3336,3316,2989
2328,3114,3250,3986,5768,3730,3778
2329,3339,4126,3709,3016,2729,2805
2330,24741,32244,30450,34845,39115,35892
2331,1306,864,888,1339,2666,2919
2332,7969,8137,4713,3645,2822,2684
2336,0,0,0,0,0,0
2337,8120,9655,6688,9962,9569,9818
2338,5672,2433,3872,7985,7683,6153
2340,2748,3990,2455,2017,2675,5396
2341,0,0,0,0,0,0
2342,2927,1289,1278,1743,1521,1654
2344,73278,82718,42974,24791,19651,24187
2345,6398,3529,3384,2999,3294,3519
2347,1921,3206,3022,4509,4561,4953
2348,82,50,50,72,93,119
2349,1555,1214,1399,1393,1144,1207
2350,0,0,0,0,0,0
2351,2089,2265,2939,2368,2162,2588
2352,6591,4326,4128,4652,4480,5070
2353,5910,7107,7594,8202,9999,12978
2354,3072,2316,3118,3672,2994,3964
2355,899,801,722,650,819,1002
2356,9140,7292,6274,9687,9598,8711
2357,1436,1755,1540,2375,2628,2952
2358,1734,1274,2061,3680,3704,2502
2359,7698,6359,3371,3419,2681,6087
2360,1345,3018,1509,1239,1628,1202
2361,0,0,0,0,0,0
2362,363,271,338,215,238,340
2363,3160,3764,2730,2599,2233,2554
2364,262,315,1515,1208,2128,2023
2365,256,301,293,303,346,440
2367,5319,3281,4950,5721,14750,11201
2368,4786,11736,10430,7570,10499,13125
2369,1026,1078,1973,1234,1142,1436
2371,7371,4847,4942,7201,7210,12652
2373,78,62,57,75,60,46
2374,7106,2033,804,630,764,1686
2375,8878,2962,2334,1087,742,781
2376,5294,4505,5852,7853,9002,7905
2377,1810,3204,2728,3643,4297,4239
2379,3973,3030,3948,4038,4226,3443
2380,1775,822,700,890,996,961
2381,0,0,0,0,0,0
2382,6339,6406,5097,7350,7518,7549
2383,1625,2015,1773,2574,3120,2606
2384,0,0,0,0,0,0
2385,1418,2049,1658,1769,1882,1756
2387,601,508,363,447,712,672
2388,29712,44219,24937,18453,25567,18826
2390,537,475,624,844,896,1681
2391,0,0,0,0,0,0
2392,1199,1367,1536,1734,1596,1182
2393,1511,1030,1028,1028,865,1157
2395,1318,1191,736,760,849,886
2396,0,0,0,0,0,0
2397,253,200,157,93,55,39
2399,1222,4059,3200,2648,2894,2103
2401,1518,1917,3779,2215,2451,3609
2402,6503,3919,2842,3555,4932,2692
2403,0,0,0,0,0,0
2404,835,933,1036,1018,846,726
2405,2579,1351,2219,1625,2881,4635
2406,1180,840,1192,2323,2000,3775
2408,6760,7433,6254,8322,10169,9660
2409,63231,73122,66869,49537,52106,58374
2410,0,0,0,0,0,0
2411,0,0,0,0,0,0
2412,6779,9034,8208,8556,8999,9710
2413,1796,2388,2863,2796,3886,2160
2414,145,146,117,98,142,174
2415,136,165,387,232,183,216
2417,607,317,304,632,718,1480
2418,0,0,0,0,0,0
2419,5003,11338,4531,3950,4583,6331
2420,510,343,175,116,137,154
2421,1008,1198,777,1562,1584,1334
2423,446,322,210,151,157,178
2424,11,44,46,58,43,25
2425,1949,4393,5994,3167,2141,1444
2426,1141,609,442,343,430,640
2427,1335,709,716,357,360,482
2428,349,245,406,649,495,536
2429,136,49,26,24,24,20
2430,1022,1097,446,218,163,238
2431,239,178,150,163,178,227
2432,0,0,0,0,0,0
2433,38,34,18,16,22,27
2434,8,47,53,45,40,34
2436,1311,2833,2985,2079,2356,2597
2437,0,0,0,0,0,0
2438,96,50,34,93,70,55
2439,1019,1158,656,758,1317,993
2440,538,427,258,145,207,365
2441,1674,1241,1046,2174,1908,1418
2442,2623,1744,714,700,556,895
2443,75,97,100,86,84,78
2444,5080,2183,2185,3527,1987,1489
2446,0,0,0,0,0,0
2447,0,0,0,0,0,0
2448,0,0,0,0,0,0
2449,17653,13201,7010,5413,6004,6357
2450,459,281,244,128,99,117
2451,895,858,405,334,337,413
2452,0,0,0,0,0,0
2453,4432,4358,10894,3690,1884,1099
2454,7685,9778,6371,6483,6727,7010
2455,2142,2067,3346,3571,3111,2823
2456,0,0,0,0,0,0
2457,34153,22962,17185,10475,8133,7600
2458,1350,1834,2288,1959,2417,1932
2459,105,92,77,56,61,67
2460,219,210,231,301,489,361
2461,760,481,370,286,272,450
2462,3614,2014,1559,859,556,1069
2463,0,0,0,0,0,0
2464,500,269,213,369,284,269
2465,849,1175,1723,4404,4306,2833
2466,13,18,15,44,57,68
2467,359,343,202,111,142,162
2468,1694,1462,3191,4060,5689,3130
2469,0,0,0,0,0,0
2471,5057,6254,7694,2674,1387,763
2472,1191,779,1372,654,469,426
2473,0,0,0,0,0,0
2474,1818,3947,2523,3435,3266,3078
2475,0,0,0,0,0,0
2476,1851,1229,1183,1127,1489,2019
2477,93,314,175,94,124,252
2478,340,232,291,170,171,183
2479,0,0,0,0,0,0
2480,588,694,402,242,208,270
2481,20583,5595,4358,4107,4066,7730
2482,21108,13809,10713,7621,4883,7883
2483,215,219,312,290,935,816
2484,9053,4973,5235,2988,2813,3393
2485,1149,802,793,981,1078,900
2486,13220,3634,2903,4880,3306,2517
2488,376,475,196,126,187,183
2489,2136,1854,1504,2360,2096,2042
2491,89,47,46,96,106,245
2492,4229,3714,4082,2825,2417,2151
2493,109,312,268,195,156,202
2494,0,0,0,0,0,0
2495,6701,4730,2804,3909,3293,1976
2496,48,27,56,34,27,21
2497,3200,1459,1767,3349,5844,6637
2498,17116,29103,36479,29689,32046,39770
2499,0,0,0,0,0,0
2501,455,504,460,638,626,522
2504,2012,3821,2625,1775,1939,2937
2505,388,280,236,180,164,209
2506,780,781,363,306,293,304
2509,59,78,64,48,47,91
2511,712,460,628,678,635,670
2514,144,117,130,195,149,121
2515,1935,2417,2651,2340,2913,4686
2516,156,109,134,147,151,198
2520,554,451,505,686,896,993
2524,3127,645,193,81,61,122
2526,0,0,0,0,0,0
2527,255,184,132,114,140,239
2528,61,83,112,156,218,128
2530,391,449,551,677,1279,980
2534,947,1221,1296,1278,1092,1263
2535,585,559,334,265,336,462
2536,341,170,178,161,198,220
2537,625,722,718,576,696,1549
2538,535,782,582,485,828,1130
2539,136,218,239,273,325,277
2540,273,98,105,259,346,298
2542,2817,2397,2057,5274,5199,6235
2543,98,55,64,96,118,334
2545,834,937,451,268,274,820
2546,84,92,101,103,86,113
2547,500,867,1165,766,752,687
2548,452,507,353,312,352,469
2596,198,342,174,89,68,74
2597,66,88,91,124,98,146
2601,9652,24438,7943,4033,3026,3536
2603,29711,31008,24100,24750,33538,71158
2605,22864,43701,13682,7087,5389,7122
2606,10305,25957,9597,9510,8283,9713
2607,4828,5053,8349,5061,6370,9353
2608,178,228,240,337,332,1009
2609,56432,50753,31138,38603,44653,53821
2610,20175,24925,55628,53990,57696,81834
2611,1895,5960,2410,1647,1299,2254
2612,1867,4231,1611,1827,1540,1333
2613,856,1468,680,714,824,1922
2614,2199,1788,2625,6109,4528,4127
2615,11449,15628,13032,18885,18989,19172
2616,266,208,168,221,197,201
2617,3758,6328,2561,1860,1646,2330
2618,23855,30305,49603,47301,57708,97534
2628,0,0,0,0,0,0
2630,2983,698,290,132,98,125
2633,11506,5806,3326,3911,3536,3452
2634,12090,11807,21343,16657,11125,11688
2636,1642,1269,815,1388,1402,1968
2637,14173,22790,8762,9895,9747,13362
2640,54,77,203,100,63,50
2641,18887,22806,7397,5189,4198,5034
2642,209,206,170,538,375,1126
2643,73,96,69,55,60,69
2701,1066,2152,1410,572,355,226
2702,1067,1620,2172,1101,856,838
2704,528,905,757,337,270,327
2705,907,1976,2836,1152,735,754
2706,607,908,1083,487,406,292
2707,2172,3924,3801,2598,1837,1193
2712,100,901,592,207,109,60
2718,9,16,8,5,5,5
2719,90,134,206,98,51,29
2722,980,3446,1251,486,319,223
2723,1336,1610,2630,2494,1688,1331
2724,18,4,3,2,2,3
2726,47,292,197,147,91,90
2727,2849,4732,5694,2811,1849,1051
2729,277,556,495,248,172,99
2731,2650,2942,6812,4479,3404,2449
2732,3929,3427,2817,1964,1596,846
2734,466,717,760,404,332,447
2736,2037,5281,3962,2166,2039,3786
2739,839,2362,1056,432,243,141
2740,0,2,1,2,7,5
2743,628,848,2796,2252,2630,3924
2745,598,518,386,217,221,306
2748,4785,9921,11228,5788,3165,1692
2752,30,39,59,43,38,33
2753,793,1138,2127,1603,1270,819
2754,177,216,1652,1180,1048,555
2755,103,260,88,40,29,26
2756,27,45,39,49,37,26
2801,5027,5087,4729,5700,6181,13373
2809,935,1119,1179,2945,2401,2110
2812,7837,9603,8064,5829,5148,5932
2816,77,30,33,42,51,71
2820,588,517,519,451,781,850
2823,0,0,0,0,0,0
2827,0,0,0,0,0,0
2832,280,177,139,122,133,169
2833,0,0,0,0,0,0
2834,18682,42671,29184,34126,33100,39143
2836,1425,809,486,400,447,876
2837,0,0,0,0,0,0
2838,678,745,970,865,2425,2856
2841,0,0,0,0,0,239
2845,8922,11190,5922,4711,6502,6372
2847,0,0,0,0,0,0
2849,49,82,57,53,62,91
2850,244,159,197,203,409,411
2851,1422,1265,1756,2835,1766,1391
2852,239,444,352,290,284,341
2854,0,0,0,0,0,0
2855,793,500,722,672,700,981
2856,0,0,0,0,0,0
2867,12840,13789,14749,14410,12971,10080
2880,7227,9840,8005,9764,10224,11331
2881,12002,11202,10991,13855,14518,18228
2882,18350,19311,19423,27801,27653,25072
2883,21365,29575,23972,26664,30661,42407
2884,23248,30313,34524,25864,27065,27247
2885,8879,17509,11939,18706,18623,21472
2886,14520,19029,15207,15928,17838,19905
2887,14924,13589,11678,14296,16767,22752
2888,23920,26706,22423,25181,27940,49242
2889,6057,3441,4844,7720,6502,5570
2890,10802,17790,15257,26399,25544,23725
2891,27534,28241,24848,34163,36392,41707
2892,18334,30101,18523,17645,16663,17831
2897,2542,5510,5488,3912,3166,6521
2901,24,18,31,25,30,41
2903,3080,2439,1954,1652,1092,812
2904,34,68,96,50,55,53
2905,501,407,523,392,550,454
2906,797,1282,1979,1924,1703,4715
2908,265,246,187,126,116,123
2910,14,16,15,18,22,22
2911,195,233,298,496,290,212
2912,1198,1639,1183,1313,1340,1450
2913,2664,2603,1130,1196,1714,1260
2915,1764,2364,2072,4755,5235,5354
2916,226,464,375,301,165,110
2921,0,0,0,0,0,0
2923,19,17,33,20,22,42
2924,0,5,9,9,5,4
2926,537,196,60,40,39,35
2928,0,0,0,0,0,0
2929,2902,1785,3194,5837,3167,2039
2936,0,0,0,0,0,16
2937,3,6,13,14,15,16
2939,22,41,164,214,164,147
2945,34,23,29,20,24,31
2947,5,15,10,7,7,10
3002,434,263,182,144,202,287
3003,487,387,336,348,605,1041
3004,258,541,385,369,370,240
3005,5630,5012,2072,1323,1266,1563
3006,10278,9313,5605,4637,5287,8062
3008,2002,826,508,576,664,663
3009,0,0,0,0,0,0
3010,331,328,248,200,204,334
3011,1585,1906,2006,1134,966,1905
3013,24956,12650,9383,7003,3735,2582
3014,576,1603,1257,950,730,864
3015,151,147,129,87,87,106
3016,1366,1306,775,731,1365,2778
3017,2804,8386,6095,5819,6082,8953
3018,0,0,0,0,29,153
3019,14108,3432,1445,1019,1152,1194
3020,0,0,0,0,0,0
3021,812,339,390,204,284,251
3022,2430,2313,4633,3091,3624,2435
3023,265,605,776,554,623,566
3024,1427,1512,1167,804,1039,935
3025,512,632,679,1488,2309,1358
3026,475,323,245,199,176,254
3027,11766,13992,14128,15036,10384,5416
3028,431,385,322,259,295,526
3029,6132,4975,3649,1344,790,625
3030,667,805,515,438,477,744
3031,438,178,177,128,126,158
3032,200,207,207,101,85,79
3033,2928,1831,1100,869,929,1869
3034,7863,7023,7895,7243,6272,5964
3035,10744,13924,19250,14041,21214,26311
3036,988,2198,1380,1547,1772,2940
3037,22112,35088,25014,28132,32928,32242
3038,2990,2710,1349,1033,1094,968
3040,47,34,33,21,22,31
3041,816,631,1332,1039,976,1530
3042,1499,1314,1226,1158,1281,1739
3043,64,55,86,177,542,579
3044,925,1187,971,1343,1394,1208
3045,2609,3169,2388,2713,3430,3877
3046,1716,986,3225,2579,9543,4896
3047,8740,3065,2432,4891,8813,9496
3048,1413,1064,673,449,455,711
3049,2575,2490,2749,1800,1756,2687
3050,2129,619,371,1048,1377,1300
3051,1238,696,888,787,1064,1833
3052,349,768,325,191,158,159
3053,0,0,0,0,0,0
3054,9,13,15,20,39,45
3055,301,582,483,258,171,136
3056,1613,1732,802,645,763,902
3057,224,161,207,183,140,124
3058,804,1513,1849,728,453,408
3059,3568,1584,2004,2074,3196,3589
3060,309,212,212,192,205,264
3061,0,0,0,0,0,0
3062,3700,1881,2591,4350,5598,9055
3063,0,0,0,0,0,0
3064,17,27,13,15,8,6
3066,165,94,56,89,140,347
3067,9,74,21,9,5,5
3068,0,0,0,0,0,0
3069,0,0,0,0,0,0
3071,192,164,229,167,217,281
3073,0,0,7,14,12,9
3078,1612,784,1001,555,401,354
3079,0,0,0,0,0,0
3080,0,0,0,0,0,0
3081,3097,3313,3058,3445,3166,2209
3083,322,230,373,986,630,497
3085,25,16,9,14,22,23
3086,7,11,19,65,89,135
3087,0,0,0,0,0,0
3088,1843,2794,1755,768,524,714
3089,81,32,39,97,115,77
3090,463,634,543,456,360,333
3092,355,376,438,617,474,992
3093,3481,1686,1220,659,381,599
3094,1322,2833,3529,1330,796,766
3095,11,18,14,14,48,60
3099,0,0,0,0,0,0
3105,5842,4334,6138,5520,5471,4604
3114,353,364,171,117,167,244
3115,11,6,7,7,15,22
3118,11,32,25,22,24,48
3122,468,280,496,378,459,1068
3126,0,0,0,0,0,0
3128,8389,7730,5576,6622,8413,4413
3130,20,25,20,16,14,14
3131,368,161,117,103,155,126
3138,3029,1341,928,736,864,674
3141,7912,7371,6658,4524,4566,6146
3142,0,0,0,0,0,0
3144,0,0,0,0,0,0
3147,5307,2290,956,426,382,386
3149,727,392,440,749,1237,1018
3152,141,229,282,168,140,121
3162,9371,6998,5981,4899,3472,1982
3163,1260,3103,2347,2452,2818,4033
3164,83,91,158,317,550,344
3167,50,46,48,45,70,145
3169,2538,2678,1294,967,958,1845
3171,35,42,26,22,15,30
3176,163,211,193,273,288,374
3178,77,75,131,179,207,237
3188,140,204,232,229,274,170
3189,8103,7397,6864,9702,12939,13151
3191,21,20,33,69,63,65
3202,695,256,297,275,277,318
3205,182,252,583,710,1172,1621
3206,203,354,162,174,122,84
3207,6982,9634,7613,5042,5568,4049
3209,1869,2264,2394,1230,976,1474
3211,192,396,250,179,165,438
3213,52,55,59,37,38,75
3217,254,446,1032,675,593,664
3218,504,297,515,764,626,589
3219,26,24,75,89,62,50
3221,1884,1011,1559,865,953,2224
3224,566,843,1806,807,749,547
3226,1,2,3,10,6,4
3227,427,537,664,597,488,512
3228,1181,1723,1948,2153,2164,1883
3229,21,16,18,37,84,80
3230,325,175,96,202,321,310
3231,6306,15141,10482,12851,11262,10185
3232,101,262,185,286,328,466
3234,575,326,539,862,716,1238
3236,4972,2257,798,1149,888,519
3252,369,493,733,662,574,819
3257,138,86,210,107,88,148
3259,129,84,99,87,60,61
3260,5213,2830,2393,1760,1767,1850
3264,6384,5175,4722,3327,3817,3523
3265,1723,2440,1410,1492,1344,2630
3266,22,92,68,61,88,295
3268,67,41,70,69,96,146
3271,0,0,0,0,0,0
3272,2497,858,797,1391,2257,1180
3276,222,152,372,172,145,245
3284,256,170,117,142,164,140
3285,43,24,22,30,73,72
3287,140,70,75,198,177,158
3288,9,6,7,7,10,14
3289,3571,2045,3297,5246,6361,3434
3290,2330,3712,3089,1651,1003,638
3291,0,0,0,0,0,0
3293,3079,1828,1470,1927,1425,1016
3294,138,86,153,203,187,428
3296,1167,1202,977,588,867,687
3297,1935,708,411,859,691,413
3298,0,0,0,0,0,0
3299,0,0,0,0,0,0
3303,161,251,179,135,294,246
3305,767,652,1109,944,822,1448
3306,302,109,197,163,256,363
3308,132,79,114,75,55,84
3310,400,180,233,141,108,106
3311,77,62,38,31,36,58
3312,459,471,257,224,270,642
3313,89,176,91,62,62,224
